Document Name,Document generator status,DWG report path,PDF generation status,PDF report path
G02-1-PRD0154-E-RIO-01-P01-14,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-E-RIO-01-P01-14_20260526184610_document_generator_report.txt,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-E-RIO-01-P01-14_20260526184645_pdf_generation_report.txt
