Document Name,Document generator status,DWG report path,PDF generation status,PDF report path
G02-1-PRD0154-M-MSP-01-P01-P0107-01,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-M-MSP-01-P01-P0107-01_20260526184433_document_generator_report.txt,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-M-MSP-01-P01-P0107-01_20260526184535_pdf_generation_report.txt
