Document Name,Document generator status,DWG report path,PDF generation status,PDF report path
G02-1-PRD0154-E-RIO-01-P01-10,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-E-RIO-01-P01-10_20260526184735_document_generator_report.txt,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-E-RIO-01-P01-10_20260526184743_pdf_generation_report.txt
