Document Name,Document generator status,DWG report path,PDF generation status,PDF report path
G02-1-PRD0154-M-PID-01-P01-01,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-M-PID-01-P01-01_20260526184735_document_generator_report.txt,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-M-PID-01-P01-01_20260526184747_pdf_generation_report.txt
