Document Name,Document generator status,DWG report path,PDF generation status,PDF report path
G02-1-PRD0154-M-MSP-01-P01-I0104-01,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-M-MSP-01-P01-I0104-01_20260526184414_document_generator_report.txt,True,public/MONDAY_BOARDS_TEMPLATE/REPORTS/G02-1-PRD0154-M-MSP-01-P01-I0104-01_20260526184504_pdf_generation_report.txt
